,id,bert-0,bert-1,bert-2,bert-3,bert-4,bert-5,bert-6,bert-7,bert-8,bert-9,bert-10,bert-11,bert-12,bert-13,bert-14,bert-15,bert-16,bert-17,bert-18,bert-19,bert-20,bert-21,bert-22,bert-23,bert-24
0,675975,-0.11916001,-0.071401104,-0.019654829,0.031140376,0.024753338,-0.12018046,-0.0043221666,0.13343991,0.04217256,0.06903137,-0.01110553,-0.0038107745,-0.03190747,0.06736443,-0.08648399,0.16122563,0.09721456,-0.07462876,0.022577409,-0.035383813,0.1406416,0.0071512554,-0.09042873,-0.09340656,0.06388854
1,675972,0.01203499,-0.106922686,-0.04317466,-0.12262131,0.031113392,-0.020985475,0.1310542,0.19635703,-0.10997671,-0.012955952,0.019936588,0.036255322,0.051216617,0.07117857,-0.059972674,0.22793779,0.13410279,-0.0581839,0.0152326515,-0.050842233,0.16949344,0.015345175,-0.08730734,-0.13208115,0.12839869
2,675965,0.24015337,-0.07919984,0.01402946,-0.05344283,-0.19283096,0.2111112,0.04988815,0.2652548,0.04510176,0.020339325,-0.33705288,-0.20226248,-0.033286363,-0.09689474,-0.008860072,0.23327091,-0.13324378,-0.022711843,-0.04256438,-0.109023824,0.085705966,-0.009020945,-0.042172313,-0.054798126,-0.04225208
3,675961,0.21807131,-0.2675509,0.1300522,-0.2905095,0.014088901,0.19943693,0.019511018,0.14906943,0.050406016,0.07779348,-0.07997528,-0.3030211,-0.06840505,0.084810495,0.09741533,-0.022789484,-0.123196974,-0.015831824,0.070658594,-0.014423771,0.10750638,-0.06679636,-0.11436059,0.012191625,0.023011656
4,675955,0.47962373,-0.17143892,0.019358005,0.20222431,-0.009157307,0.023240492,0.14935747,-0.15593775,-0.20342791,0.04359495,-0.020491255,-0.1203184,0.05361221,-0.045722432,0.03672708,-0.12088229,-0.11887945,0.2749122,0.09453106,-0.18859358,-0.005308211,0.035223447,-0.15742877,-0.08015292,0.010616528
5,675952,0.11636788,-0.05602215,-0.09509691,0.039636496,-0.09076138,-0.03309206,0.11237977,0.23443776,0.08329084,0.07966788,-0.050189033,0.072362274,-0.08480215,0.018155975,-0.038402054,0.17003441,-0.20166843,-0.03438296,0.062322095,-0.075092554,0.0035384274,0.06354626,-0.08528492,-0.059265684,0.084740005
6,675949,0.2724117,-0.18515146,-0.11074017,0.07225667,0.088084236,-0.1746624,0.2272354,0.07526604,-0.3078181,-0.28954995,0.087301716,0.01714141,0.021813989,0.08770314,0.0039421516,-0.020164195,-0.0999355,-0.019277412,0.023400541,-0.06000105,0.020242043,-0.10233137,-0.023956032,-0.02407149,0.021708842
7,675938,0.054971818,-0.08227631,-0.04288369,-0.20758207,0.055694476,-0.16569954,0.21971416,0.022122411,0.16077232,-0.09044796,-0.12771443,0.25780925,-0.12344982,0.06247536,-0.0065940013,-0.08154845,-0.13909121,0.005269768,-0.050122015,0.06053277,0.1482353,-0.09341489,0.053685464,-0.13363051,-0.006321539
8,675921,0.34549585,-0.062392026,-0.009686834,-0.043036174,-0.0642663,0.19175099,0.24313417,0.057729956,-0.01450263,0.25599808,-0.07151492,0.10154681,0.005571033,-0.008027269,-0.042330716,-0.021469206,0.000555384,0.03375973,-0.08387418,0.116365075,-0.14600967,-0.0066143814,0.0391771,-0.17357601,0.029423632
9,675919,0.056833133,-0.06211178,-0.004299783,0.04715988,0.035745226,0.1351363,0.16967037,0.26931384,-0.10609165,0.116572924,-0.01922755,0.08637081,-0.114953406,0.15090686,-0.032222237,-0.027125284,-0.12828274,-0.030482814,-0.021761402,0.09831303,0.15650804,0.16082358,0.11983846,0.119456634,-0.009382317
10,675917,0.29844972,-0.047771093,0.06810925,0.09688206,0.03311354,0.30174032,0.10328165,0.19544327,-0.00011693686,0.07365977,-0.09746601,-0.15876262,-0.13023615,0.03736151,0.10405234,0.11639993,-0.022201668,0.1413196,0.010111612,0.07490136,0.10529741,-0.1981743,-0.06582251,-0.1364361,0.018130895
11,675915,0.29353455,-0.015161738,0.24341926,-0.031321846,-0.08456404,0.18575035,-0.007902423,0.21036956,-0.13320458,0.22354677,-0.17658967,-0.40785137,0.047348615,0.01593579,0.045658212,0.05590437,0.0030010948,0.09269748,-0.08725176,-0.08658759,0.0716358,0.0059556738,0.091861896,0.06857051,-0.026435371
12,675912,0.038000673,-0.1286716,-0.017436264,-0.22884844,-0.071974665,0.062667996,0.11664352,0.07724479,0.12391853,0.16549063,-0.09952508,0.06708569,-0.19657943,0.023166204,-0.06497956,-0.10141334,0.03727171,-0.13654807,0.143219,0.05810724,0.10162249,-0.02692939,0.08055131,-0.06666388,0.011122316
13,675910,0.3018971,-0.054716278,-0.031781726,-0.009619985,-0.21699518,0.0919804,-0.025890585,0.12062533,-0.16422987,0.1850748,-0.29517436,-0.35072663,0.035004634,0.035365976,0.08093109,0.100863814,-0.11560199,0.090654634,0.033084102,-0.11466272,0.10445968,0.018266853,-0.006573962,-0.006925724,-0.07106988
